"title","content","date","variant","images","verified","author","rating","product","url"
"Good product. But no earphone provided","Why earphone is not provided in the pack","05 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Adu","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Best product","Good in this price segment","05 Aug 2020","","","Yes","Hitender Kanwar","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"THIS IS VERY NICE PHONE","THIS IS VERY NICE PHONE B/C BATRY BACKUP IS VERY WELL.","05 Aug 2020","","","Yes","Chandra prakash singh","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Value for money","Its good basic phone, i bought it for my father","07 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","shubham","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Very good","Very good phone from Samsung  at this price","07 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Rajpal","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Charger cable not present in the box","Charger cable not available in the box","06 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Prabu","1.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Cool and Affordable !!!","Amazing phone in affordable range.","29 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Arvind Sharma","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Super fit","Nice mobile.....slim fit","02 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Advocate Nilesh","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Go for it","Very good in this price","30 Jul 2020","","","Yes","Kanchan devi","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Love sumsung","I love samsung products","27 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Rajaram suman","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Samsung.m 01s","Very nice mobile.","07 Aug 2020","","","Yes","rajaramesh","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Best mobile","Super service","03 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","usha","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Good","Good","06 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Roshan Thomas","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Grt features under 10k.","Osm phone with nice features , Battery nice. Camera osom And  no hanging problem","23 Jul 2020","","","Yes","Ajit","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Nice Phone.","#Pros : 1.PlS TFT LCD panel which is better than IPS LCD 2.Dolby Atmos (In headsets only) 3. Nice UI(gets more better with update of android 10). 4. Battery backup: •6-7hours(average use) •4-5hours(heavily used) #Cons : 1.Micro USB(but it is not that bad.) 2.Only 7watt(5v~1.55A) charger in the box 3. Takes 3 hours to fully charge. 4. Old version of RAM (LPDDR 3) #Average: 1. Speakers 2. Buttons(Plastic buttons) 3. Processor (better than average,mediatek Helio P22) 4. •Front camera is slightly less than average. •Back camera is slightly more than average. #Verdict: Phone good and is for average person who want everything in his phone with a trusted brand.","02 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Vinita Kotnala","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Expected little better","Display type PlS TFT display which is not expected from samsung. Other than display , everything is ok , battery camera fingerprint sensor , phone design, processor is average Helio p22.","26 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","HOSENUR","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Overall budget phone","Pros: -Quite decent performance for daily use. -Sleek looks. -Bigger screen. -Dedicated memory slot available. -Decent battery backup Cons: -Worst front camera (2MP). -Not for heavy gamers. -Plastic back. -Micro usb port. -2 year old processor","07 Aug 2020","","","Yes","Vishwesh S.","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Nice","Nice","23 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Ashok s.","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Awesome 👍","It's a very good product","07 Aug 2020","","","Yes","anand","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Really good phone","Really good phone with reasonable price. Well featured phone is almost equal to 15k rs/.So dont waste your money to buying the expensive phones.Cheap and effective.","31 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","taranjeet","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"2 Aug 2020 Sunday","I have purchased a mobile of Samsung and receiving needful at this Sunday of 2nd August 2020.","29 Jul 2020","","","Yes","Rajendra Singh Bhakuni","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"No screen mirroring","This phone don't have screen mirroring or smart view option. Sound also less. Don't go for it.","03 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","vanjithrao","2.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Pocket friendly","Awesome product with big screen","26 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Reshma Saju","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Best","Good product","04 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","PREMANANDA PRADHAN","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"My phone heating problem","Nice phone  but heating  problem","01 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","anoop rawat","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Nice","Super phone","07 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Ch. V satyanarayana","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Best phone under 10000/- range...","Product is good in under the 10000 range. But not c type charger...","05 Aug 2020","","","Yes","Nirmal Srivastava","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Avg phone","Charging  is too late...","27 Jul 2020","","","Yes","Ras","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"RECOMMEND 📱","EXCELLENT DEVICE IN THIS PRICE RANGE ✅Proudly made in India 🇮🇳 ✅BATTERY LAST 2 DAYS ✅CHARGES IN 1 HOUR ✅CAN RUNS PUBG LITE ✅DISPLAY GOOD ✅BEST IN THIS PRICE RANGE ✅REVIEWS AFTER USING IT FOR A WEEK","16 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","UNBIASED REVIEWER","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Bad battery","Battery is not getting charged.","20 May 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Fusion Black","","Yes","Bharti","1.0","Vivo Y91i (Fusion Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Fusion-Storage-Additional-Exchange/product-reviews/B086KCCSF7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Poor","Battery is not good.  Its takes long time to charge..","04 Jun 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Ocean Blue","","Yes","Raghunath Das","1.0","Vivo Y91i (Fusion Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Fusion-Storage-Additional-Exchange/product-reviews/B086KCCSF7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Consider this device..","Amazing screen length and audio. Camera works good for me. Brilliant auto sensors. Within the price range.","28 May 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Fusion Black","","Yes","Sakshi Thapliyal","4.0","Vivo Y91i (Fusion Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Fusion-Storage-Additional-Exchange/product-reviews/B086KCCSF7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Looking Good","Nice Mobile... Value for money...","09 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Fusion Black","","Yes","Anand Thirunellai","5.0","Vivo Y91i (Fusion Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Fusion-Storage-Additional-Exchange/product-reviews/B086KCCSF7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Mobile details","Very  nice  mobile and very  beautiful I am asking  one question  don't  mistake  me in case I am returning  the  mobile  the same  mobile  at the  rate  of 7990 / -r u giving  please  tell  me","11 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Ocean Blue","","Yes","S.Lakshmi","5.0","Vivo Y91i (Fusion Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Fusion-Storage-Additional-Exchange/product-reviews/B086KCCSF7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Value for money","Nice phone . Built quality is good. Comes with fast processer and amoled display Value for money In box content - back cover , charger , warranty card and mobile phone","25 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Fusion Black","","Yes","Vimal s.","5.0","Vivo Y91i (Fusion Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Fusion-Storage-Additional-Exchange/product-reviews/B086KCCSF7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
